El tamaño del palíndromo será de 3701

P; inicio 
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110100010000001010111110101100000110100111110110101100011001101010010011011110100011010011011101001010010110100000100000111000101101001111011000010110111111010011101011011011001000001111101011001100110111001111010100010100111001010011010000101011100010010001100011010110001001111000100111001110000111111100100111001010110001011101110111110011101010100111100001001010101100110010001010001100110000110011001000101010001111100000000101100111010001010001010111111010000101010110101000000111011001100101110000110001101001110111100011001010011110011111111000100001000111100010111110010010010000100110001110100100010000001101111000110001100000100000010110110010000100111011101110011001110100100010111011000011100110111110110001011011110010011010100011001001111011000110011010001011010010010000010100000011100110100110000010010000000101010111110001100010010110100000011101101110011000001001001010010001001000110001100100111101011000001110000101100110110011001110001101011100101000100111010010101010000110010011100000100111100010011000000000000111001100101110001111001000101100001111011001101110011000001001001101111001101000000101001111010100101010001110101010110011101010111011111011101110100111010101101001000100100110110001000001011100101001001010011100100101100111010000010000010101110010001001001010000001110110010011011101011000111011101101001101011000010100101010111111000000000110P0110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101101000100000010101111101011000001101001111101101011000110011010100100110111101000110100110111010010100101101000001000001110001011010011110110000101101111110100111010110110110010000011111010110011001101110011110101000101001110010100110100001010111000100100011000110101100010011110001001110011100001111111001001110010101100010111011101111100111010101001111000010010101011001100100010100011001100001100110010001010100011111000000001011001110100010100010101111110100001010101101010000001110110011001011100001100011010011101111000110010100111100111111110001000010001111000101111100100100100001001100011101001000100000011011110001100011000001000000101101100100001001110111011100110011101001000101110110000111001101111101100010110111100100110101000110010011110110001100110100010110100100100000101000000111001101001100000100100000001010101111100011000100101101000000111011011100110000010010010100100010010001100011001001111010110000011100001011001101100110011100011010111001010001001110100101010100001100100111000001001111000100110000000000001110011001011100011110010001011000011110110011011100110000010010011011110011010000001010011110101001010100011101010101100111010101110111110111011101001110101011010010001001001101100010000010111001010010010100111001001011001110100000100000101011100100010010010100000011101100100110111010110001110111011010011010110000101001010101111110000000001101P10110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011011010001000000101011111010110000011010011111011010110001100110101001001101111010001101001101110100101001011010000010000011100010110100111101100001011011111101001110101101101100100000111110101100110011011100111101010001010011100101001101000010101110001001000110001101011000100111100010011100111000011111110010011100101011000101110111011111001110101010011110000100101010110011001000101000110011000011001100100010101000111110000000010110011101000101000101011111101000010101011010100000011101100110010111000011000110100111011110001100101001111001111111100010000100011110001011111001001001000010011000111010010001000000110111100011000110000010000001011011001000010011101110111001100111010010001011101100001110011011111011000101101111001001101010001100100111101100011001101000101101001001000001010000001110011010011000001001000000010101011111000110001001011010000001110110111001100000100100101001000100100011000110010011110101100000111000010110011011001100111000110101110010100010011101001010101000011001001110000010011110001001100000000000011100110010111000111100100010110000111101100110111001100000100100110111100110100000010100111101010010101000111010101011001110101011101111101110111010011101010110100100010010011011000100000101110010100100101001110010010110011101000001000001010111001000100100101000000111011001001101110101100011101110110100110101100001010010101011111100000000011011P110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110100010000001010111110101100000110100111110110101100011001101010010011011110100011010011011101001010010110100000100000111000101101001111011000010110111111010011101011011011001000001111101011001100110111001111010100010100111001010011010000101011100010010001100011010110001001111000100111001110000111111100100111001010110001011101110111110011101010100111100001001010101100110010001010001100110000110011001000101010001111100000000101100111010001010001010111111010000101010110101000000111011001100101110000110001101001110111100011001010011110011111111000100001000111100010111110010010010000100110001110100100010000001101111000110001100000100000010110110010000100111011101110011001110100100010111011000011100110111110110001011011110010011010100011001001111011000110011010001011010010010000010100000011100110100110000010010000000101010111110001100010010110100000011101101110011000001001001010010001001000110001100100111101011000001110000101100110110011001110001101011100101000100111010010101010000110010011100000100111100010011000000000000111001100101110001111001000101100001111011001101110011000001001001101111001101000000101001111010100101010001110101010110011101010111011111011101110100111010101101001000100100110110001000001011100101001001010011100100101100111010000010000010101110010001001001010000001110110010011011101011000111011101101001101011000010100101010111111000000000110111P1110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101101000100000010101111101011000001101001111101101011000110011010100100110111101000110100110111010010100101101000001000001110001011010011110110000101101111110100111010110110110010000011111010110011001101110011110101000101001110010100110100001010111000100100011000110101100010011110001001110011100001111111001001110010101100010111011101111100111010101001111000010010101011001100100010100011001100001100110010001010100011111000000001011001110100010100010101111110100001010101101010000001110110011001011100001100011010011101111000110010100111100111111110001000010001111000101111100100100100001001100011101001000100000011011110001100011000001000000101101100100001001110111011100110011101001000101110110000111001101111101100010110111100100110101000110010011110110001100110100010110100100100000101000000111001101001100000100100000001010101111100011000100101101000000111011011100110000010010010100100010010001100011001001111010110000011100001011001101100110011100011010111001010001001110100101010100001100100111000001001111000100110000000000001110011001011100011110010001011000011110110011011100110000010010011011110011010000001010011110101001010100011101010101100111010101110111110111011101001110101011010010001001001101100010000010111001010010010100111001001011001110100000100000101011100100010010010100000011101100100110111010110001110111011010011010110000101001010101111110000000001101110P01110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011011010001000000101011111010110000011010011111011010110001100110101001001101111010001101001101110100101001011010000010000011100010110100111101100001011011111101001110101101101100100000111110101100110011011100111101010001010011100101001101000010101110001001000110001101011000100111100010011100111000011111110010011100101011000101110111011111001110101010011110000100101010110011001000101000110011000011001100100010101000111110000000010110011101000101000101011111101000010101011010100000011101100110010111000011000110100111011110001100101001111001111111100010000100011110001011111001001001000010011000111010010001000000110111100011000110000010000001011011001000010011101110111001100111010010001011101100001110011011111011000101101111001001101010001100100111101100011001101000101101001001000001010000001110011010011000001001000000010101011111000110001001011010000001110110111001100000100100101001000100100011000110010011110101100000111000010110011011001100111000110101110010100010011101001010101000011001001110000010011110001001100000000000011100110010111000111100100010110000111101100110111001100000100100110111100110100000010100111101010010101000111010101011001110101011101111101110111010011101010110100100010010011011000100000101110010100100101001110010010110011101000001000001010111001000100100101000000111011001001101110101100011101110110100110101100001010010101011111100000000011011100P001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110100010000001010111110101100000110100111110110101100011001101010010011011110100011010011011101001010010110100000100000111000101101001111011000010110111111010011101011011011001000001111101011001100110111001111010100010100111001010011010000101011100010010001100011010110001001111000100111001110000111111100100111001010110001011101110111110011101010100111100001001010101100110010001010001100110000110011001000101010001111100000000101100111010001010001010111111010000101010110101000000111011001100101110000110001101001110111100011001010011110011111111000100001000111100010111110010010010000100110001110100100010000001101111000110001100000100000010110110010000100111011101110011001110100100010111011000011100110111110110001011011110010011010100011001001111011000110011010001011010010010000010100000011100110100110000010010000000101010111110001100010010110100000011101101110011000001001001010010001001000110001100100111101011000001110000101100110110011001110001101011100101000100111010010101010000110010011100000100111100010011000000000000111001100101110001111001000101100001111011001101110011000001001001101111001101000000101001111010100101010001110101010110011101010111011111011101110100111010101101001000100100110110001000001011100101001001010011100100101100111010000010000010101110010001001001010000001110110010011011101011000111011101101001101011000010100101010111111000000000110111001P1001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101101000100000010101111101011000001101001111101101011000110011010100100110111101000110100110111010010100101101000001000001110001011010011110110000101101111110100111010110110110010000011111010110011001101110011110101000101001110010100110100001010111000100100011000110101100010011110001001110011100001111111001001110010101100010111011101111100111010101001111000010010101011001100100010100011001100001100110010001010100011111000000001011001110100010100010101111110100001010101101010000001110110011001011100001100011010011101111000110010100111100111111110001000010001111000101111100100100100001001100011101001000100000011011110001100011000001000000101101100100001001110111011100110011101001000101110110000111001101111101100010110111100100110101000110010011110110001100110100010110100100100000101000000111001101001100000100100000001010101111100011000100101101000000111011011100110000010010010100100010010001100011001001111010110000011100001011001101100110011100011010111001010001001110100101010100001100100111000001001111000100110000000000001110011001011100011110010001011000011110110011011100110000010010011011110011010000001010011110101001010100011101010101100111010101110111110111011101001110101011010010001001001101100010000010111001010010010100111001001011001110100000100000101011100100010010010100000011101100100110111010110001110111011010011010110000101001010101111110000000001101110010P01001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011011010001000000101011111010110000011010011111011010110001100110101001001101111010001101001101110100101001011010000010000011100010110100111101100001011011111101001110101101101100100000111110101100110011011100111101010001010011100101001101000010101110001001000110001101011000100111100010011100111000011111110010011100101011000101110111011111001110101010011110000100101010110011001000101000110011000011001100100010101000111110000000010110011101000101000101011111101000010101011010100000011101100110010111000011000110100111011110001100101001111001111111100010000100011110001011111001001001000010011000111010010001000000110111100011000110000010000001011011001000010011101110111001100111010010001011101100001110011011111011000101101111001001101010001100100111101100011001101000101101001001000001010000001110011010011000001001000000010101011111000110001001011010000001110110111001100000100100101001000100100011000110010011110101100000111000010110011011001100111000110101110010100010011101001010101000011001001110000010011110001001100000000000011100110010111000111100100010110000111101100110111001100000100100110111100110100000010100111101010010101000111010101011001110101011101111101110111010011101010110100100010010011011000100000101110010100100101001110010010110011101000001000001010111001000100100101000000111011001001101110101100011101110110100110101100001010010101011111100000000011011100101P101001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110100010000001010111110101100000110100111110110101100011001101010010011011110100011010011011101001010010110100000100000111000101101001111011000010110111111010011101011011011001000001111101011001100110111001111010100010100111001010011010000101011100010010001100011010110001001111000100111001110000111111100100111001010110001011101110111110011101010100111100001001010101100110010001010001100110000110011001000101010001111100000000101100111010001010001010111111010000101010110101000000111011001100101110000110001101001110111100011001010011110011111111000100001000111100010111110010010010000100110001110100100010000001101111000110001100000100000010110110010000100111011101110011001110100100010111011000011100110111110110001011011110010011010100011001001111011000110011010001011010010010000010100000011100110100110000010010000000101010111110001100010010110100000011101101110011000001001001010010001001000110001100100111101011000001110000101100110110011001110001101011100101000100111010010101010000110010011100000100111100010011000000000000111001100101110001111001000101100001111011001101110011000001001001101111001101000000101001111010100101010001110101010110011101010111011111011101110100111010101101001000100100110110001000001011100101001001010011100100101100111010000010000010101110010001001001010000001110110010011011101011000111011101101001101011000010100101010111111000000000110111001010P0101001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  0P0
01001001111110000000001100000110110000001100110010111100100010100110011110011110000100010100011010001100110111110010001011111000100101000001100111011110101111000011001011111101000100111011110001110001101101000100000010101111101011000001101001111101101011000110011010100100110111101000110100110111010010100101101000001000001110001011010011110110000101101111110100111010110110110010000011111010110011001101110011110101000101001110010100110100001010111000100100011000110101100010011110001001110011100001111111001001110010101100010111011101111100111010101001111000010010101011001100100010100011001100001100110010001010100011111000000001011001110100010100010101111110100001010101101010000001110110011001011100001100011010011101111000110010100111100111111110001000010001111000101111100100100100001001100011101001000100000011011110001100011000001000000101101100100001001110111011100110011101001000101110110000111001101111101100010110111100100110101000110010011110110001100110100010110100100100000101000000111001101001100000100100000001010101111100011000100101101000000111011011100110000010010010100100010010001100011001001111010110000011100001011001101100110011100011010111001010001001110100101010100001100100111000001001111000100110000000000001110011001011100011110010001011000011110110011011100110000010010011011110011010000001010011110101001010100011101010101100111010101110111110111011101001110101011010010001001001101100010000010111001010010010100111001001011001110100000100000101011100100010010010100000011101100100110111010110001110111011010011010110000101001010101111110000000001101110010101P10101001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
010010011111100000000011000001101100000011001100101111001000101001100111100111100001000101000110100011001101111100100010111110001001010000011001110111101011110000110010111111010001001110111100011100011011010001000000101011111010110000011010011111011010110001100110101001001101111010001101001101110100101001011010000010000011100010110100111101100001011011111101001110101101101100100000111110101100110011011100111101010001010011100101001101000010101110001001000110001101011000100111100010011100111000011111110010011100101011000101110111011111001110101010011110000100101010110011001000101000110011000011001100100010101000111110000000010110011101000101000101011111101000010101011010100000011101100110010111000011000110100111011110001100101001111001111111100010000100011110001011111001001001000010011000111010010001000000110111100011000110000010000001011011001000010011101110111001100111010010001011101100001110011011111011000101101111001001101010001100100111101100011001101000101101001001000001010000001110011010011000001001000000010101011111000110001001011010000001110110111001100000100100101001000100100011000110010011110101100000111000010110011011001100111000110101110010100010011101001010101000011001001110000010011110001001100000000000011100110010111000111100100010110000111101100110111001100000100100110111100110100000010100111101010010101000111010101011001110101011101111101110111010011101010110100100010010011011000100000101110010100100101001110010010110011101000001000001010111001000100100101000000111011001001101110101100011101110110100110101100001010010101011111100000000011011100101011P110101001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
0100100111111000000000110000011011000000110011001011110010001010011001111001111000010001010001101000110011011111001000101111100010010100000110011101111010111100001100101111110100010011101111000111000110110100010000001010111110101100000110100111110110101100011001101010010011011110100011010011011101001010010110100000100000111000101101001111011000010110111111010011101011011011001000001111101011001100110111001111010100010100111001010011010000101011100010010001100011010110001001111000100111001110000111111100100111001010110001011101110111110011101010100111100001001010101100110010001010001100110000110011001000101010001111100000000101100111010001010001010111111010000101010110101000000111011001100101110000110001101001110111100011001010011110011111111000100001000111100010111110010010010000100110001110100100010000001101111000110001100000100000010110110010000100111011101110011001110100100010111011000011100110111110110001011011110010011010100011001001111011000110011010001011010010010000010100000011100110100110000010010000000101010111110001100010010110100000011101101110011000001001001010010001001000110001100100111101011000001110000101100110110011001110001101011100101000100111010010101010000110010011100000100111100010011000000000000111001100101110001111001000101100001111011001101110011000001001001101111001101000000101001111010100101010001110101010110011101010111011111011101110100111010101101001000100100110110001000001011100101001001010011100100101100111010000010000010101110010001001001010000001110110010011011101011000111011101101001101011000010100101010111111000000000110111001010111P1110101001110110000000001111110101010010100001101011001011011101110001101011101100100110111000000101001001000100111010100000100000101110011010010011100101001001010011101000001000110110010010001001011010101110010111011101111101110101011100110101010111000101010010101111001010000001011001111011001001000001100111011001101111000011010001001111000111010011001110000000000001100100011110010000011100100110000101010100101110010001010011101011000111001100110110011010000111000001101011110010011000110001001000100101001001000001100111011011100000010110100100011000111110101010000000100100000110010110011100000010100000100100101101000101100110001101111001001100010101100100111101101000110111110110011100001101110100010010111001100111011101110010000100110110100000010000011000110001111011000000100010010111000110010000100100100111110100011110001000010001111111100111100101001100011110111001011000110000111010011001101110000001010110101010000101111110101000101000101110011010000000011111000101010001001100110000110011000101000100110011010101001000011110010101011100111110111011101000110101001110010011111110000111001110010001111001000110101100011000100100011101010000101100101001110010100010101111001110110011001101011111000001001101101101011100101111110110100001101111001011010001110000010000010110100101001011101100101100010111101100100101011001100011010110111110010110000011010111110101000000100010110110001110001111011100100010111111010011000011110101111011100110000010100100011111010001001111101100110001011000101000100001111001111001100101000100111101001100110000001101100000110000000001111110010010; P ->  1P1
